customer_id,product_id,rating,구매일시,좋아요,장바구니
276,52,3,1626471025.0,1,1
291,142,5,1626515091.0,1,0
222,363,4,1629863381.0,0,1
267,510,5,1630651773.0,1,0
42,398,3,1632788684.0,0,1
11,109,4,1643583862.0,1,0
95,615,4,1640634412.0,0,0
8,335,4,1631041873.0,0,0
162,25,4,1629315573.0,1,1
87,1001,4,1631556194.0,0,0
279,152,5,1626976291.0,0,0
145,273,2,1637237505.0,0,0
119,1113,5,1626461198.0,1,0
62,492,4,1631053848.0,0,0
62,377,3,1631055537.0,0,0
28,207,4,1633641214.0,1,1
135,23,4,1631537765.0,1,0
32,291,3,1635389863.0,0,0
90,377,5,1643063835.0,0,0
286,206,4,1629211942.0,1,1
293,675,3,1640585170.0,1,1
216,142,4,1631914639.0,1,1
166,325,5,1638077722.0,0,0
250,490,4,1629770499.0,1,1
271,130,5,1637528672.0,1,0
160,172,5,1628540807.0,1,1
265,116,4,1627000714.0,1,0
198,492,3,1635887492.0,1,0
42,94,5,1632787178.0,1,1
168,149,5,1635968058.0,0,1
110,304,4,1638667260.0,1,0
58,142,4,1635984936.0,0,1
90,638,4,1643064754.0,0,1
271,343,4,1637524430.0,1,1
62,21,3,1631053460.0,0,1
279,819,3,1633055854.0,0,1
237,506,4,1631056641.0,0,1
94,777,4,1643400887.0,0,0
128,480,3,1631646895.0,1,0
298,314,4,1635862806.0,0,0
44,193,5,1630027874.0,1,1
264,198,5,1637802352.0,1,1
194,380,2,1631204643.0,1,0
72,193,5,1631717702.0,0,1
222,738,5,1635495120.0,0,0
250,262,3,1629769182.0,1,0
41,263,3,1642367042.0,0,0
224,243,3,1639762216.0,1,0
82,133,3,1630449629.0,0,1
262,1110,4,1631471710.0,0,1
293,466,3,1640584884.0,0,1
216,648,3,1631925029.0,1,1
250,138,3,1629772059.0,1,1
59,23,5,1639885300.0,0,0
286,374,5,1629213771.0,0,0
244,803,4,1632285185.0,0,1
7,474,4,1643032010.0,1,0
174,365,1,1638114402.0,1,1
87,272,4,1631556734.0,0,1
194,1168,2,1631231380.0,1,0
82,1098,2,1636394402.0,0,0
13,823,2,1633819746.0,1,0
13,270,4,1636218403.0,0,0
244,744,2,1632285157.0,0,1
305,422,5,1638003090.0,1,0
95,775,2,1640634930.0,1,0
43,14,2,1635635745.0,1,1
299,941,4,1641182823.0,0,0
57,414,3,1635378454.0,0,1
84,400,3,1635132363.0,1,0
269,498,4,1643129922.0,0,0
299,109,3,1629558184.0,1,1
194,461,4,1631205876.0,0,1
160,133,4,1628540807.0,0,0
99,266,3,1637358247.0,1,0
10,481,4,1629566846.0,0,1
259,115,4,1626404988.0,1,1
85,422,3,1631136350.0,1,0
303,905,4,1631147295.0,1,1
213,271,5,1630550987.0,1,0
121,506,3,1643067947.0,1,0
90,96,5,1643063204.0,1,0
49,551,2,1639747405.0,0,0
42,782,3,1632788425.0,1,0
155,320,2,1631051261.0,0,1
68,115,4,1628653939.0,1,0
172,175,4,1627217965.0,0,1
19,4,4,1637092840.0,0,1
268,229,4,1627424136.0,0,0
5,2,3,1627316053.0,1,0
305,115,2,1638004028.0,1,0
44,291,4,1635292356.0,0,0
43,135,4,1627655656.0,0,1
279,1276,1,1626978353.0,0,1
80,461,5,1639081701.0,1,1
254,162,4,1638152768.0,0,0
298,279,3,1635863336.0,0,0
279,1190,1,1643854404.0,1,0
66,295,4,1635281324.0,0,1
18,438,3,1631810193.0,1,0
268,1016,2,1627222174.0,1,0
99,77,4,1637360138.0,1,1
13,96,4,1633195011.0,1,1
26,256,3,1643027949.0,1,0
7,450,4,1643033086.0,0,1
222,743,4,1629863481.0,0,1
200,663,5,1635808554.0,0,1
119,325,4,1628603913.0,1,1
213,170,5,1630635442.0,0,1
276,319,3,1626466392.0,1,0
94,1217,3,1643403086.0,0,0
130,374,4,1627481662.0,0,1
38,325,4,1644108688.0,1,0
160,709,3,1628537977.0,0,0
293,1216,3,1640586966.0,0,1
26,916,2,1643065985.0,0,1
130,214,4,1626896545.0,1,0
92,1058,3,1638123455.0,0,0
256,447,4,1633844999.0,1,1
1,59,4,1630222420.0,0,1
72,48,4,1631716718.0,1,1
56,743,3,1644590207.0,0,1
13,357,4,1633820926.0,0,1
15,400,2,1631135957.0,1,1
92,75,3,1627334637.0,0,1
207,471,2,1636066343.0,0,1
292,172,5,1632785481.0,0,1
232,478,5,1640229622.0,0,1
251,736,2,1637952175.0,1,0
224,26,3,1639784153.0,1,1
181,218,4,1630642392.0,0,0
259,253,4,1626404710.0,0,0
305,466,4,1638003648.0,0,1
52,278,3,1634602806.0,0,1
161,200,5,1642850769.0,0,0
148,403,5,1629079018.0,1,1
125,233,2,1644518559.0,1,0
97,226,5,1635918860.0,1,1
58,1071,4,1635984936.0,0,1
83,232,4,1639345548.0,1,0
90,344,4,1643063319.0,0,1
272,176,5,1631135113.0,1,0
194,179,3,1631201396.0,1,1
125,473,4,1631134628.0,0,0
110,678,1,1638667605.0,1,1
299,14,4,1629557775.0,1,1
151,10,5,1631204921.0,1,0
269,125,4,1643126165.0,0,1
6,14,5,1635279249.0,1,0
54,104,3,1632617882.0,1,0
303,67,5,1631147542.0,1,0
16,930,1,1629407122.0,0,0
301,778,4,1633758621.0,0,1
276,1067,3,1626473035.0,1,0
305,212,2,1638003068.0,1,0
194,1028,2,1631221148.0,0,0
91,320,2,1643118397.0,1,1
87,546,4,1631555940.0,1,1
294,107,4,1629499599.0,0,0
286,169,4,1629211791.0,1,1
200,315,5,1635808458.0,0,1
229,325,1,1643312142.0,1,0
178,560,4,1634506555.0,1,1
303,829,2,1631164804.0,0,1
62,63,4,1631054686.0,1,1
207,583,3,1627698608.0,0,1
92,170,4,1627333271.0,1,0
301,396,4,1633758040.0,0,0
36,336,5,1633837581.0,1,0
70,734,3,1635830257.0,1,0
63,240,3,1627427190.0,0,0
28,199,3,1633641671.0,1,1
279,66,4,1626987407.0,0,1
250,7,4,1629769716.0,1,0
14,96,3,1642561335.0,1,0
299,1003,3,1641182324.0,1,0
194,52,3,1631205876.0,1,0
303,803,3,1631165532.0,1,0
119,235,5,1626455038.0,1,1
295,216,5,1631646498.0,0,0
268,916,2,1627422942.0,1,0
268,2,2,1627424173.0,0,0
66,256,4,1635281089.0,1,0
233,200,5,1631074264.0,1,0
83,613,4,1631988578.0,0,1
214,331,3,1643222540.0,0,1
192,471,2,1633048243.0,0,0
100,341,4,1643054868.0,0,0
268,143,1,1627424501.0,1,0
301,54,4,1633756587.0,1,1
307,87,5,1630963786.0,1,1
234,139,3,1644014609.0,0,0
83,568,4,1631988755.0,1,0
181,262,2,1630641624.0,1,1
297,131,4,1626920090.0,1,1
38,151,5,1644110369.0,0,0
7,377,4,1643032093.0,1,1
264,801,4,1637802952.0,1,0
181,859,1,1630641814.0,0,0
201,144,1,1635820579.0,1,0
85,507,4,1631136199.0,0,0
269,364,3,1643130023.0,0,0
59,463,3,1639885855.0,1,1
286,141,4,1641331549.0,0,0
193,94,1,1640804507.0,0,1
113,595,5,1627616424.0,1,0
292,11,5,1632784093.0,1,0
130,999,3,1627930718.0,1,0
275,96,4,1626835140.0,1,0
189,512,5,1644945380.0,0,0
219,80,1,1641132455.0,0,0
218,207,5,1629168546.0,0,1
123,422,3,1631553020.0,1,1
119,220,5,1626455311.0,1,1
158,175,4,1631814407.0,0,1
222,116,4,1629243802.0,0,0
302,319,2,1631116875.0,0,1
279,495,3,1626988843.0,1,1
301,77,5,1633756403.0,1,1
181,3,2,1630643441.0,1,1
201,685,1,1635820115.0,1,1
13,196,3,1633195193.0,1,1
1,187,3,1640412928.0,0,1
145,235,5,1626950570.0,0,0
23,380,4,1626466462.0,0,0
201,755,4,1635794505.0,1,0
296,695,5,1635877193.0,0,1
42,538,3,1632785817.0,0,0
33,859,3,1643644230.0,0,0
301,546,3,1633758830.0,0,1
16,62,5,1629400297.0,1,0
95,133,3,1630877562.0,1,1
154,354,4,1630818713.0,1,1
77,479,5,1636413766.0,0,1
296,501,5,1635876584.0,1,0
302,300,2,1631116785.0,1,1
244,663,3,1632286667.0,0,0
222,75,4,1629863616.0,0,0
13,213,5,1633820588.0,1,1
16,695,5,1629402736.0,0,0
270,447,4,1628636264.0,1,1
145,15,2,1626950655.0,1,0
187,62,5,1631145631.0,0,1
200,301,5,1627721644.0,1,0
170,737,5,1639326170.0,1,0
101,829,3,1628816138.0,0,0
184,216,3,1641589840.0,0,1
128,202,4,1631647478.0,1,0
181,1243,1,1630641781.0,1,1
184,151,3,1641591285.0,0,0
1,33,4,1630222699.0,1,1
1,158,4,1626752547.0,0,0
184,318,5,1641586967.0,0,1
54,595,3,1632617813.0,1,1
94,340,4,1643405009.0,1,0
128,501,4,1631647767.0,0,1
23,320,2,1626464266.0,1,1
301,225,3,1633757222.0,1,1
301,189,3,1633755672.0,1,1
112,890,1,1644120172.0,1,0
82,181,3,1630449848.0,0,1
222,713,3,1629861976.0,1,0
218,425,3,1629168316.0,1,1
308,1154,4,1639419521.0,1,0
303,132,5,1631147959.0,1,0
133,739,3,1642268547.0,0,1
215,210,2,1643115680.0,0,0
69,254,5,1633806156.0,1,0
254,652,4,1639027350.0,1,1
276,2,4,1626472436.0,1,1
104,970,1,1640122575.0,1,1
63,1048,3,1627427514.0,1,1
267,405,4,1630650785.0,0,0
13,54,5,1633195011.0,0,1
240,866,3,1637455745.0,1,1
286,235,2,1627486800.0,0,0
294,269,5,1640921426.0,0,1
90,1064,4,1643064424.0,0,0
18,26,4,1631809731.0,0,1
92,227,3,1627336201.0,0,1
308,639,4,1639419292.0,1,1
144,87,3,1639785691.0,0,0
191,299,4,1643240253.0,1,0
59,937,3,1639886409.0,1,0
200,94,5,1635809409.0,0,0
16,195,5,1629406146.0,1,0
61,668,3,1643982309.0,0,1
271,197,4,1637528448.0,1,0
271,699,3,1637529325.0,1,1
142,167,5,1640320356.0,1,0
275,588,3,1627877678.0,1,0
222,149,3,1629862109.0,1,0
87,40,3,1631556917.0,1,1
207,256,4,1629559172.0,1,1
272,1328,2,1631134663.0,1,1
177,330,4,1631810397.0,0,1
207,1081,2,1631344906.0,0,0
299,569,3,1641183806.0,0,1
271,373,4,1637529447.0,0,0
305,420,4,1638004486.0,1,0
49,945,2,1639748912.0,1,1
94,1174,3,1643402802.0,0,1
130,1002,3,1626633895.0,0,1
10,173,3,1629568677.0,1,0
203,318,3,1632113418.0,1,1
191,283,4,1643240842.0,1,1
43,320,3,1627655110.0,0,1
21,550,5,1626631695.0,0,0
197,94,5,1643089839.0,1,1
13,341,2,1639753635.0,1,0
194,64,3,1631207264.0,1,0
234,204,4,1644014543.0,1,1
308,397,4,1639420700.0,1,0
308,630,4,1639417036.0,0,0
269,514,5,1643127773.0,1,1
94,263,4,1643401889.0,0,0
268,60,3,1626990824.0,0,1
272,12,5,1631135254.0,0,0
121,288,3,1643070477.0,1,1
296,20,5,1635876921.0,1,0
134,283,3,1643412334.0,0,1
180,457,5,1629224218.0,1,1
234,603,3,1643759140.0,0,1
104,115,2,1640145972.0,1,1
38,746,1,1644114626.0,1,0
269,832,1,1643136255.0,0,1
7,161,4,1643033444.0,1,1
234,1381,3,1643758343.0,1,0
275,400,2,1627877645.0,1,1
52,248,3,1634602661.0,1,0
102,811,3,1640481465.0,0,0
13,184,4,1642384999.0,1,0
178,719,4,1634507532.0,1,1
236,69,3,1641796671.0,1,1
256,769,5,1633845296.0,1,1
263,174,5,1642979752.0,0,1
244,184,3,1632285697.0,0,0
279,1138,4,1626994001.0,1,0
43,803,4,1635636189.0,1,1
83,76,2,1631989089.0,0,1
151,195,5,1631208710.0,1,1
254,431,2,1638154216.0,0,1
109,621,3,1632259371.0,1,0
297,706,3,1626919422.0,1,0
249,186,4,1631321067.0,1,1
144,689,4,1639786106.0,1,1
301,595,4,1633755994.0,1,0
64,387,3,1641417542.0,1,1
92,495,2,1627333665.0,0,0
222,95,4,1629861739.0,1,0
268,431,3,1626990745.0,0,0
293,133,5,1640585550.0,0,0
213,171,5,1630635442.0,0,0
160,455,2,1628541185.0,0,1
13,492,4,1633819901.0,1,0
59,705,5,1639885921.0,0,0
5,17,4,1627316198.0,1,0
125,161,5,1631134956.0,0,0
174,312,5,1638112749.0,0,1
114,499,3,1632940203.0,0,0
213,507,4,1630550518.0,1,1
23,194,2,1626466926.0,1,1
128,15,4,1631648827.0,1,1
239,54,4,1640859478.0,1,1
181,277,1,1630642955.0,1,0
291,78,4,1626766354.0,1,1
250,236,4,1629769963.0,0,1
201,639,3,1635794275.0,0,1
60,58,5,1635007734.0,0,0
181,322,2,1630641814.0,0,0
119,402,3,1638718665.0,1,1
287,1,5,1627014088.0,0,1
216,226,3,1631925642.0,0,0
216,523,4,1631913810.0,1,0
203,466,4,1632114463.0,1,0
92,579,3,1627340408.0,0,0
13,879,3,1634454224.0,1,1
213,174,4,1630636338.0,0,0
286,285,5,1627486672.0,0,0
117,1028,2,1632689697.0,0,1
99,109,1,1637358886.0,0,0
11,550,3,1643584214.0,0,0
65,46,2,1630896672.0,0,0
295,192,4,1631197412.0,0,0
269,215,2,1643131610.0,0,1
85,257,2,1633385026.0,1,0
250,587,5,1629769921.0,1,0
137,142,5,1633113689.0,0,1
201,946,2,1635792077.0,1,0
257,135,4,1633729932.0,1,0
111,325,4,1643359939.0,1,1
91,475,4,1643118875.0,0,0
215,209,4,1643116202.0,0,0
181,924,1,1630641586.0,1,1
189,1041,5,1644944301.0,1,0
1,20,4,1639111883.0,0,1
303,399,4,1631148375.0,1,1
299,302,3,1631417314.0,0,1
187,208,4,1631145242.0,1,1
222,276,2,1629243913.0,0,0
214,560,4,1644348197.0,0,1
293,758,3,1640586655.0,0,0
285,189,4,1642275859.0,1,0
303,250,3,1631224791.0,0,0
96,154,4,1636082860.0,0,0
72,1078,3,1631717334.0,1,1
115,1048,4,1632851009.0,0,1
7,425,3,1643032178.0,0,1
116,347,3,1638657926.0,0,1
73,475,4,1640305753.0,1,1
269,244,5,1643137067.0,1,0
263,414,5,1642979514.0,1,1
70,426,3,1635830257.0,1,1
221,470,4,1626924204.0,1,1
72,180,5,1631716515.0,1,1
25,354,4,1637532757.0,0,1
290,48,5,1632153582.0,0,0
189,518,4,1644946205.0,0,1
299,300,3,1629298584.0,1,0
264,291,3,1637801516.0,1,0
200,362,5,1635809962.0,1,1
187,133,4,1631145653.0,1,0
184,185,4,1641589024.0,1,0
63,286,2,1627426985.0,1,0
13,227,4,1634077650.0,1,0
298,481,3,1635863063.0,1,0
235,183,4,1641335435.0,0,0
62,702,4,1631056178.0,1,1
246,92,2,1636603505.0,0,0
54,730,5,1632614806.0,1,0
63,750,3,1627427688.0,1,1
11,720,3,1643584596.0,1,1
92,166,4,1627333723.0,1,1
8,542,3,1631042356.0,0,0
307,172,4,1630963480.0,1,1
303,198,4,1631148459.0,1,0
256,836,2,1633844603.0,1,0
72,52,3,1631716854.0,1,0
164,401,2,1641082389.0,1,0
117,148,4,1631805101.0,1,1
224,75,4,1639783872.0,1,1
193,856,3,1640807811.0,0,1
94,182,2,1643400862.0,1,0
281,335,2,1632880457.0,1,0
130,107,3,1626633794.0,0,1
128,368,1,1631646954.0,0,0
94,710,1,1643403593.0,0,0
182,832,3,1637293067.0,0,0
129,860,1,1634925452.0,0,0
254,227,4,1638154580.0,0,1
64,376,4,1631045491.0,1,1
151,174,2,1631204293.0,0,1
45,25,4,1632694015.0,0,0
193,866,3,1640803257.0,1,0
276,908,4,1640854849.0,1,0
276,55,3,1626467526.0,1,1
234,185,4,1643759140.0,0,1
181,303,1,1630642006.0,0,1
21,367,1,1626631293.0,1,1
293,247,3,1640585229.0,1,1
264,721,5,1637803656.0,1,1
10,602,5,1629566722.0,1,0
197,343,3,1643089070.0,1,0
276,140,3,1626472945.0,1,1
308,422,4,1639416584.0,1,0
221,929,4,1626926759.0,1,1
131,124,4,1635361514.0,0,0
268,812,2,1628198557.0,0,0
109,8,3,1632252642.0,0,0
198,56,3,1635888173.0,0,1
230,670,4,1632164286.0,1,1
181,729,1,1630642918.0,0,0
192,1042,4,1633048891.0,0,0
234,443,3,1644015501.0,1,0
90,887,4,1643062309.0,1,1
193,927,4,1640804890.0,0,0
128,594,5,1631646839.0,0,1
126,892,2,1639535283.0,1,1
244,263,4,1632286634.0,0,1
90,286,3,1643062310.0,0,1
157,25,3,1638570787.0,0,1
305,69,3,1638003684.0,0,0
119,377,5,1626461742.0,1,1
21,220,2,1626631382.0,0,0
231,179,4,1640285273.0,0,1
280,501,3,1643380453.0,0,0
288,130,3,1638054129.0,1,1
279,1427,2,1642460576.0,0,0
301,33,4,1633758228.0,0,0
72,689,3,1631716783.0,1,1
90,257,2,1643062392.0,0,0
308,53,3,1639418760.0,1,1
59,730,3,1639883053.0,1,1
94,732,4,1643401462.0,1,1
130,632,4,1626896933.0,0,0
26,1000,3,1643032136.0,0,0
56,119,5,1644359480.0,0,1
82,501,2,1636394249.0,0,0
62,12,4,1631053613.0,0,0
276,40,3,1626471871.0,1,1
181,1000,1,1630643121.0,1,0
152,298,3,1631827407.0,1,0
178,832,4,1634504291.0,1,0
217,588,4,1640750087.0,1,0
79,300,4,1642951203.0,1,1
138,479,4,1630704127.0,0,1
308,79,5,1639417293.0,0,1
75,284,2,1635730393.0,1,1
269,196,4,1643127062.0,1,0
307,92,3,1628802695.0,1,1
222,769,3,1632739677.0,1,0
121,728,3,1643070544.0,0,0
269,22,1,1643128072.0,1,1
13,851,4,1633821924.0,0,0
230,730,5,1632165043.0,1,0
269,507,4,1643128800.0,0,1
239,1099,5,1640859253.0,0,0
245,1028,5,1640193447.0,1,0
56,538,3,1644359460.0,1,1
295,947,5,1631199556.0,0,1
271,1028,2,1637528102.0,0,1
222,800,2,1632739117.0,1,1
69,238,3,1633806156.0,0,0
10,7,4,1629572210.0,0,1
22,371,3,1630567112.0,1,0
294,917,3,1640922857.0,1,0
82,707,1,1636394492.0,1,0
279,394,4,1626993859.0,1,1
269,232,1,1643129406.0,1,1
6,96,5,1635280680.0,1,1
243,1020,4,1631668184.0,0,1
298,179,4,1635805629.0,1,1
282,322,1,1633383044.0,0,0
78,320,1,1631313567.0,0,0
118,198,5,1627064647.0,0,0
283,1080,5,1630977545.0,1,0
171,289,4,1642714835.0,0,0
70,215,4,1635831119.0,0,1
10,98,5,1629571747.0,1,1
245,179,4,1640193664.0,0,1
107,330,3,1642944267.0,1,0
246,553,1,1636603445.0,0,1
13,888,1,1635350672.0,0,0
276,68,4,1626470826.0,1,1
244,17,2,1632287205.0,0,0
189,54,5,1644945263.0,1,1
226,240,5,1635568671.0,1,1
62,1001,4,1631053008.0,1,1
276,412,4,1626472907.0,1,1
214,473,4,1643224052.0,0,1
306,233,4,1628184354.0,0,0
222,26,3,1629863043.0,1,1
280,621,5,1643380751.0,1,1
60,425,5,1635006122.0,1,1
56,69,4,1644363275.0,1,1
42,272,5,1632785817.0,0,0
1,200,5,1626752442.0,0,0
13,797,4,1634077582.0,1,1
173,286,4,1629236988.0,0,0
15,737,1,1631135311.0,0,1
185,23,4,1635204249.0,0,1
280,532,3,1643382304.0,1,1
244,376,4,1632284077.0,1,1
150,290,4,1630426946.0,1,1
7,491,4,1643032134.0,1,0
178,314,4,1634506915.0,1,1
178,730,3,1634503833.0,0,1
95,1217,3,1632252658.0,0,0
234,1392,3,1644013865.0,1,0
97,220,5,1635918887.0,0,0
109,125,2,1632243471.0,0,0
117,266,5,1631804306.0,0,1
269,695,2,1643128850.0,1,0
130,1196,3,1627932497.0,1,0
264,645,4,1637803530.0,1,1
207,13,3,1627186839.0,0,0
42,580,5,1632788147.0,0,1
246,404,2,1636603372.0,0,1
87,364,4,1631556702.0,0,0
101,301,3,1628815677.0,0,0
256,125,4,1633844406.0,0,0
92,782,3,1627334798.0,1,1
181,750,2,1630643418.0,0,1
213,233,1,1630635115.0,0,1
92,727,2,1627855582.0,0,0
292,651,5,1632785561.0,0,1
246,655,4,1636602831.0,0,0
274,832,5,1630625579.0,0,0
188,682,5,1626752583.0,0,0
18,84,4,1631809731.0,1,1
5,434,1,1630524423.0,1,1
236,622,3,1641796254.0,1,0
193,402,4,1640807921.0,0,1
144,699,4,1639785940.0,0,1
90,1155,5,1643063866.0,1,1
48,600,4,1631114819.0,0,1
5,223,2,1627315723.0,0,0
22,126,5,1630567983.0,0,1
311,427,4,1636045485.0,0,1
8,22,5,1631042183.0,0,0
276,186,4,1626472547.0,0,1
222,171,5,1629863043.0,1,0
72,853,4,1631715887.0,1,1
299,132,4,1629872311.0,1,0
1,169,5,1641431711.0,1,1
308,292,3,1639421461.0,0,1
165,214,4,1631205778.0,1,0
222,47,3,1629863512.0,0,1
181,119,4,1630642623.0,1,1
200,11,5,1635809542.0,1,1
234,616,4,1644016358.0,1,0
244,697,4,1632286243.0,0,0
90,25,5,1643064789.0,0,0
208,214,5,1634788324.0,0,0
263,94,4,1642978336.0,1,0
134,320,4,1643412335.0,1,1
279,578,4,1644544663.0,1,0
2,289,4,1640230774.0,1,1
288,585,2,1638572127.0,0,0
49,299,4,1639745432.0,0,0
286,151,5,1629211406.0,0,1
205,301,3,1639964313.0,0,0
22,78,4,1630567227.0,0,0
234,315,4,1643758890.0,1,0
223,325,3,1643228959.0,0,1
15,25,3,1631136204.0,1,1
268,145,4,1628194002.0,1,1
94,1220,3,1643402678.0,0,0
274,400,4,1630625840.0,1,1
7,486,5,1643032010.0,0,0
268,215,2,1627424501.0,1,1
16,53,5,1629397956.0,1,1
164,611,3,1641082298.0,1,0
290,159,4,1632154293.0,1,0
92,507,4,1627320800.0,0,0
239,1051,5,1640859032.0,0,0
56,444,5,1644359308.0,0,0
248,232,4,1636214968.0,1,1
234,10,3,1642907851.0,0,0
280,1030,2,1643382486.0,0,0
308,185,5,1639418760.0,0,0
276,62,5,1626467441.0,1,0
192,934,3,1633048302.0,1,0
122,509,4,1630950511.0,0,1
85,580,3,1632518306.0,1,1
262,917,2,1631470874.0,0,0
201,270,3,1637693700.0,0,0
181,857,2,1630642623.0,0,0
295,727,4,1631198319.0,1,1
263,560,4,1642979387.0,0,0
295,39,4,1631198279.0,1,0
201,1100,4,1635792800.0,0,0
93,808,3,1640385966.0,0,0
159,1028,5,1632237539.0,0,1
158,655,2,1631814532.0,1,1
293,418,3,1640586070.0,0,1
82,588,3,1630448882.0,1,0
276,179,5,1626466488.0,0,0
13,811,5,1634077833.0,0,1
217,2,3,1640749782.0,0,0
83,650,4,1631988256.0,0,0
189,20,5,1644944466.0,0,1
222,784,4,1629863684.0,0,0
146,1006,5,1643138193.0,0,0
267,119,3,1630650681.0,0,0
126,291,3,1639535087.0,1,1
181,1041,1,1630642675.0,0,1
125,78,4,1644518865.0,1,1
43,118,4,1635709430.0,1,1
13,768,1,1633822057.0,1,0
253,257,2,1643308883.0,0,1
42,44,3,1632788548.0,1,0
77,510,4,1636433202.0,0,1
291,676,5,1626515165.0,0,1
268,21,3,1627422822.0,1,1
262,28,3,1631472220.0,1,1
234,79,3,1644014680.0,0,1
29,243,3,1634500803.0,0,1
236,55,5,1641796575.0,0,1
158,717,3,1631813116.0,1,0
156,651,4,1639865947.0,1,1
232,50,5,1640230130.0,0,0
168,853,5,1635967927.0,1,0
37,285,4,1632595258.0,1,1
141,243,3,1636264426.0,1,1
235,228,4,1641335162.0,0,1
102,68,3,1640483537.0,0,0
77,170,3,1636432562.0,0,1
90,500,5,1643063319.0,1,1
186,558,5,1630703663.0,1,1
44,650,5,1630027915.0,0,1
118,762,5,1627065198.0,1,1
7,651,5,1643031624.0,1,1
49,989,2,1639748651.0,0,1
62,66,1,1631054969.0,0,1
42,1028,4,1632786072.0,0,0
178,428,4,1634507834.0,0,0
85,49,2,1631134782.0,0,0
77,469,5,1636412407.0,1,1
58,1099,2,1643923079.0,1,0
56,1028,4,1644591290.0,0,0
197,678,1,1643089564.0,0,0
286,97,4,1629821681.0,0,1
90,256,3,1643062121.0,1,0
181,1288,1,1630642349.0,0,0
295,188,4,1631197062.0,0,1
224,67,4,1639762495.0,0,1
272,314,4,1631134977.0,0,0
221,996,3,1626926662.0,0,1
66,864,1,1635281089.0,0,0
207,315,5,1628804871.0,0,0
234,487,3,1643759237.0,1,0
7,638,5,1643031653.0,1,1
87,80,5,1631555774.0,1,1
195,1033,1,1629515102.0,0,1
44,444,5,1635293334.0,1,0
306,284,4,1628184442.0,0,1
194,170,3,1631201474.0,1,0
94,60,3,1643402933.0,1,0
167,649,4,1644418277.0,0,1
108,98,4,1631559720.0,0,0
230,301,5,1632164286.0,1,1
181,913,1,1630642675.0,1,1
54,299,4,1632608519.0,0,1
90,22,4,1643064357.0,0,0
181,686,2,1630642997.0,0,0
286,354,4,1629211537.0,1,0
14,267,4,1643922403.0,1,0
311,177,2,1636045357.0,0,1
92,119,5,1627320679.0,0,1
21,435,1,1626631798.0,1,1
244,542,1,1632282264.0,1,1
181,400,4,1630642919.0,1,1
