customer_id,product_id,rating,product_label,product_category,product_length,product_style,product_gender,product_pattern,product_season,product_fit,product_color,product_material,product_neckline,customer_gender,customer_zipcode
70,614,1,3,25,3,11,0,11,8,20,153,169,4,0,268
85,363,3,1,12,3,9,2,11,2,20,258,72,4,0,198
287,133,4,1,35,3,13,0,11,6,20,258,129,4,0,274
41,397,4,3,44,3,9,1,11,5,20,258,81,4,0,201
289,479,3,1,62,3,5,0,11,6,20,258,220,4,1,276
113,17,2,5,39,3,20,2,11,0,20,258,141,4,1,14
19,275,0,1,59,3,15,1,11,8,20,301,218,4,0,223
199,209,3,1,68,3,10,2,18,8,20,301,218,4,1,21
12,490,2,1,62,3,2,1,11,6,20,299,228,4,1,129
244,794,3,6,75,0,4,0,18,2,6,51,224,4,0,16
136,23,4,5,38,3,20,2,11,1,20,257,115,4,1,251
165,222,0,1,55,3,16,1,11,2,20,258,27,4,1,51
58,401,4,3,44,3,19,1,11,4,20,106,72,4,0,154
55,290,4,1,28,3,7,2,11,2,20,258,218,4,0,178
221,262,3,1,58,3,3,2,11,0,20,258,218,4,1,323
187,476,3,1,31,3,13,0,11,7,20,36,134,4,1,90
241,14,2,5,54,3,18,2,11,4,20,258,30,4,0,31
90,885,0,7,71,2,19,0,18,6,3,284,176,4,0,101
244,391,2,3,29,3,17,2,11,0,20,302,27,4,0,16
192,155,3,1,35,3,17,0,11,2,20,254,176,4,1,88
239,624,1,3,25,3,20,0,11,7,20,145,130,4,0,259
176,236,3,1,55,3,11,1,11,4,20,235,27,4,0,295
252,1020,2,0,75,3,7,2,18,2,20,302,176,4,0,332
290,4,2,5,63,3,0,1,11,6,20,64,55,4,0,271
125,219,4,1,41,3,1,0,11,8,20,282,27,4,0,202
223,226,4,1,55,3,12,0,8,5,20,235,27,4,1,157
296,219,2,1,41,3,1,0,11,8,20,282,27,4,1,267
223,448,4,3,65,3,20,0,11,3,20,58,228,4,1,157
273,48,2,5,4,3,0,0,11,2,20,235,31,4,1,17
288,134,4,1,35,3,5,0,18,8,20,258,202,4,1,48
220,348,3,1,51,3,3,2,11,6,20,258,71,4,1,186
265,482,4,1,62,3,8,2,11,5,20,270,220,4,1,256
41,379,2,3,29,3,11,2,11,8,20,285,27,4,0,201
10,104,3,1,42,3,11,0,11,3,20,203,139,4,0,166
93,570,3,3,72,3,2,0,11,6,20,272,137,4,1,47
7,324,3,1,70,3,14,0,10,3,20,258,218,4,0,167
160,22,3,5,39,3,12,1,8,6,20,241,33,4,0,236
85,864,3,6,75,0,19,0,18,0,1,60,16,4,0,198
276,144,4,1,35,3,14,1,18,8,20,258,61,4,1,89
143,263,1,1,59,3,10,2,8,6,20,237,134,4,0,172
117,936,4,0,75,3,11,2,18,2,20,302,224,4,0,8
60,465,3,1,31,3,7,1,8,4,20,174,93,4,1,151
60,362,2,1,12,3,13,2,11,6,20,258,72,4,1,151
27,199,3,1,68,3,11,2,11,5,20,272,176,4,0,318
133,20,3,5,38,3,4,2,11,6,20,190,33,4,0,290
31,281,2,1,9,3,20,1,11,0,20,258,218,4,1,287
88,362,4,1,12,3,13,2,11,6,20,258,72,4,1,148
283,198,3,1,68,3,16,2,11,4,20,258,218,4,0,273
290,619,2,3,25,3,10,2,11,1,20,258,169,4,0,271
214,134,3,1,35,3,5,0,18,8,20,258,202,4,1,200
164,314,4,1,70,3,14,2,10,7,20,126,218,4,0,257
248,463,3,1,31,3,9,2,11,0,20,106,225,4,0,306
269,122,4,1,42,3,20,2,11,4,20,258,134,4,1,12
158,164,4,1,42,3,18,1,18,6,20,122,170,4,0,334
263,110,3,1,42,3,14,2,11,1,20,258,105,4,1,143
196,465,2,1,31,3,7,1,8,4,20,174,93,4,0,99
41,89,4,1,24,3,8,1,11,7,20,197,134,4,0,201
166,141,4,1,35,3,18,0,11,3,20,258,224,4,0,226
108,293,3,1,9,3,6,0,11,1,20,204,218,4,0,126
56,134,3,1,35,3,5,0,18,8,20,258,202,4,1,239
88,589,3,3,72,3,2,2,11,7,20,197,191,4,1,148
269,331,3,1,70,3,11,1,10,1,20,284,176,4,1,12
60,18,2,5,39,3,2,1,11,4,20,258,141,4,1,151
276,738,2,3,19,3,17,0,5,1,20,193,24,4,1,89
235,478,3,1,62,3,2,0,11,5,20,294,4,4,0,74
92,706,3,3,52,3,5,2,1,7,20,106,64,4,0,216
126,453,2,1,31,3,19,0,8,2,20,35,134,4,1,298
295,303,3,1,28,3,1,1,11,3,20,258,105,4,1,233
43,185,4,1,42,3,6,1,11,4,20,258,105,4,0,18
262,190,4,1,68,3,11,2,11,4,20,258,109,4,1,3
192,364,1,1,12,3,19,1,11,2,20,258,72,4,1,88
70,185,4,1,42,3,6,1,11,4,20,258,105,4,0,268
220,675,4,3,32,3,19,2,13,5,20,258,67,4,1,186
248,252,2,1,58,3,17,1,11,3,20,258,218,4,0,306
40,253,2,1,58,3,0,2,11,0,20,235,218,4,1,152
222,234,2,1,55,3,10,0,11,5,20,33,27,4,1,91
80,125,2,1,42,3,20,1,11,0,20,272,138,4,1,56
260,934,3,0,75,3,5,1,18,4,20,302,173,4,1,46
290,439,2,3,65,3,4,0,11,0,20,272,78,4,0,271
214,599,2,3,72,3,10,0,11,7,20,58,191,4,1,200
248,130,2,1,35,3,6,0,11,7,20,258,134,4,0,306
57,20,4,5,38,3,4,2,11,6,20,190,33,4,0,123
283,359,4,1,12,3,19,1,11,6,20,258,72,4,0,273
242,725,3,3,18,3,12,2,5,5,20,54,27,4,1,97
6,447,3,3,65,3,17,2,11,4,20,36,228,4,1,319
172,350,0,1,51,3,0,0,11,5,20,258,71,4,1,210
85,262,3,1,58,3,3,2,11,0,20,258,218,4,0,198
192,963,1,0,75,3,8,0,18,5,20,302,222,4,1,88
80,928,1,4,75,1,16,1,18,6,6,240,1,0,1,56
12,741,1,7,71,0,13,1,18,5,17,283,16,4,1,129
12,260,3,1,58,3,14,1,11,2,20,258,134,4,1,129
242,680,1,3,69,3,8,1,11,2,20,258,72,4,1,97
302,401,4,3,44,3,19,1,11,4,20,106,72,4,1,244
93,705,1,3,17,3,12,0,11,0,20,258,27,4,1,47
42,13,1,5,75,3,1,0,11,6,20,301,102,4,1,164
296,823,3,6,75,2,18,1,18,4,2,272,42,4,1,267
55,394,2,3,29,3,4,2,11,1,20,258,27,4,0,178
82,381,2,3,29,3,7,0,11,5,20,146,72,4,0,5
267,470,3,1,31,3,4,1,8,4,20,287,177,4,1,139
296,104,2,1,42,3,11,0,11,3,20,203,139,4,1,267
192,434,3,3,65,3,12,0,10,0,20,106,228,4,1,88
158,125,3,1,42,3,20,1,11,0,20,272,138,4,0,334
97,256,2,1,59,3,18,0,11,0,20,258,218,4,0,196
9,454,3,1,31,3,5,0,11,3,20,258,69,4,1,261
257,109,3,1,42,3,15,0,11,3,20,166,105,4,0,150
83,401,2,3,44,3,19,1,11,4,20,106,72,4,0,205
300,794,3,6,75,0,4,0,18,2,6,51,224,4,0,272
211,261,4,1,57,3,18,1,11,0,20,249,218,4,0,232
119,478,2,1,62,3,2,0,11,5,20,294,4,4,1,163
88,91,4,1,24,3,3,0,11,7,20,258,224,4,1,148
48,515,1,1,60,3,13,0,11,2,20,258,176,4,0,330
41,711,2,3,17,3,5,2,11,1,20,257,27,4,0,201
153,309,1,1,12,3,15,2,11,0,20,258,72,4,1,113
66,109,3,1,42,3,15,0,11,3,20,166,105,4,0,262
170,167,3,1,42,3,11,2,11,6,20,180,218,4,0,109
18,3,3,5,63,3,6,2,11,6,20,143,176,4,1,219
266,221,3,1,55,3,5,1,11,4,20,272,27,4,0,189
4,1,2,5,63,3,12,1,8,8,20,74,176,4,1,98
302,109,1,1,42,3,15,0,11,3,20,166,105,4,1,244
43,281,3,1,9,3,20,1,11,0,20,258,218,4,0,18
42,127,3,1,35,3,14,0,11,8,20,258,218,4,1,164
276,1000,0,0,75,3,6,0,18,3,20,302,173,4,1,89
78,434,4,3,65,3,12,0,10,0,20,106,228,4,1,211
252,154,3,1,35,3,15,0,11,3,20,187,133,4,0,332
295,269,2,1,58,3,6,2,11,8,20,258,218,4,1,233
276,970,0,0,75,3,18,2,18,5,20,302,176,4,1,89
64,284,3,1,9,3,16,1,11,3,20,258,218,4,1,124
17,414,2,3,44,3,19,1,11,2,20,106,81,4,1,302
266,874,1,7,43,0,16,1,18,0,6,213,42,4,0,189
97,72,3,1,24,3,11,0,11,6,20,20,218,4,0,196
12,91,3,1,24,3,3,0,11,7,20,258,224,4,1,129
25,246,2,1,58,3,16,0,11,8,20,301,56,4,0,224
6,425,3,3,65,3,6,2,11,7,20,258,228,4,1,319
220,679,3,3,69,3,5,0,11,7,20,29,72,4,1,186
198,609,4,3,25,3,1,2,11,8,20,257,143,4,0,211
117,314,3,1,70,3,14,2,10,7,20,126,218,4,0,8
211,162,4,1,42,3,4,1,18,3,20,106,218,4,0,232
273,308,2,1,70,3,12,1,10,4,20,257,199,4,1,17
128,359,3,1,12,3,19,1,11,6,20,258,72,4,1,147
37,314,3,1,70,3,14,2,10,7,20,126,218,4,1,61
158,648,2,3,73,3,16,1,11,3,20,272,122,4,0,334
290,983,2,0,75,3,8,2,18,4,20,302,170,4,0,271
25,804,1,6,75,0,4,0,14,1,2,195,176,4,0,224
128,206,3,1,68,3,17,2,11,8,20,258,105,4,1,147
90,902,2,4,75,0,8,0,18,2,6,161,160,0,0,101
254,422,3,3,44,3,18,0,11,7,20,258,72,4,1,326
0,55,3,5,4,3,11,1,11,6,20,258,228,4,1,149
54,679,2,3,69,3,5,0,11,7,20,29,72,4,0,162
12,342,3,1,51,3,12,0,11,6,20,258,71,4,1,129
14,381,1,3,29,3,7,0,11,5,20,146,72,4,1,193
90,70,2,1,24,3,5,2,11,1,20,52,133,4,0,101
205,444,1,3,65,3,6,1,11,4,20,272,72,4,0,241
289,164,4,1,42,3,18,1,18,6,20,122,170,4,1,276
230,451,4,1,31,3,14,0,11,7,20,258,62,4,0,260
249,673,1,3,23,3,11,0,2,3,20,302,13,4,1,136
222,23,2,5,38,3,20,2,11,1,20,257,115,4,1,91
179,210,3,1,68,3,10,2,18,7,20,80,176,4,0,37
257,243,3,1,55,3,20,0,11,5,20,272,27,4,0,150
302,439,3,3,65,3,4,0,11,0,20,272,78,4,1,244
51,268,2,1,58,3,20,1,11,8,20,258,218,4,1,238
159,192,4,1,68,3,3,1,11,5,20,258,90,4,1,277
146,384,4,3,29,3,2,0,11,6,20,268,228,4,0,208
123,225,1,1,55,3,18,2,11,7,20,89,27,4,0,64
95,218,4,1,41,3,10,2,11,4,20,57,27,4,0,79
56,910,3,4,75,0,4,2,18,3,6,240,176,0,1,239
81,224,3,1,55,3,10,2,11,2,20,272,27,4,0,185
88,332,3,1,70,3,14,2,10,1,20,197,193,4,1,148
270,168,4,1,42,3,13,1,8,4,20,258,176,4,1,217
192,171,2,1,42,3,1,1,11,5,20,258,133,4,1,88
123,446,3,3,65,3,3,0,11,2,20,258,228,4,0,64
108,622,0,3,25,3,20,1,11,5,20,191,169,4,0,126
296,13,3,5,75,3,1,0,11,6,20,301,102,4,1,267
149,9,4,5,8,3,15,0,11,4,20,14,176,4,1,317
267,118,3,1,42,3,12,0,11,0,20,139,105,4,1,139
5,13,4,5,75,3,1,0,11,6,20,301,102,4,0,65
53,99,2,1,24,3,19,2,11,1,20,258,110,4,1,92
300,63,4,5,30,3,8,0,11,2,20,258,106,4,0,272
15,813,0,7,71,1,4,0,18,8,7,81,228,4,1,70
298,707,3,3,17,3,9,0,11,1,20,237,24,4,1,11
273,908,2,4,75,0,7,1,18,0,14,94,175,0,1,17
302,204,1,1,68,3,1,0,11,8,20,258,109,4,1,244
89,309,1,1,12,3,15,2,11,0,20,258,72,4,1,170
85,512,3,1,36,3,4,1,11,3,20,296,111,4,0,198
291,102,3,1,42,3,15,0,11,7,20,258,60,4,0,182
283,161,3,1,42,3,17,0,11,5,20,258,218,4,0,273
198,304,4,1,11,3,15,2,18,2,20,36,218,4,0,211
227,314,0,1,70,3,14,2,10,7,20,126,218,4,0,197
176,522,3,1,60,3,0,2,11,7,20,258,102,4,0,295
300,746,1,4,40,1,17,2,14,1,0,260,190,4,0,272
60,59,3,5,30,3,1,2,11,3,20,75,33,4,1,151
205,545,2,1,61,3,11,2,11,0,20,197,151,4,0,241
90,162,3,1,42,3,4,1,18,3,20,106,218,4,0,101
298,377,3,3,29,3,7,2,11,7,20,258,27,4,1,11
35,325,4,1,70,3,18,1,14,1,20,69,213,4,0,102
68,671,2,3,34,3,16,2,13,0,20,302,13,4,1,19
61,231,2,1,55,3,2,2,8,6,20,150,65,4,1,159
27,191,2,1,68,3,2,2,11,2,20,258,100,4,0,318
276,62,3,5,30,3,8,0,8,3,20,301,96,4,1,89
248,6,3,5,63,3,20,1,11,2,20,48,17,4,0,306
13,91,2,1,24,3,3,0,11,7,20,258,224,4,1,192
296,866,2,6,75,0,1,0,18,0,14,215,126,4,1,267
192,48,2,5,4,3,0,0,11,2,20,235,31,4,1,88
300,725,2,3,18,3,12,2,5,5,20,54,27,4,0,272
117,226,4,1,55,3,12,0,8,5,20,235,27,4,0,8
292,208,4,1,68,3,17,1,11,8,20,258,134,4,1,144
266,804,1,6,75,0,4,0,14,1,2,195,176,4,0,189
266,1,1,5,63,3,12,1,8,8,20,74,176,4,0,189
64,246,3,1,58,3,16,0,11,8,20,301,56,4,1,124
231,192,4,1,68,3,3,1,11,5,20,258,90,4,1,22
81,568,3,3,72,3,9,0,11,1,20,301,137,4,0,185
212,320,2,1,53,3,2,2,10,4,20,29,134,4,0,155
190,444,1,3,65,3,6,1,11,4,20,272,72,4,0,160
98,329,3,1,70,3,16,2,10,2,20,272,208,4,1,10
266,135,0,1,35,3,1,2,11,7,20,258,202,4,0,189
298,50,3,5,3,3,13,0,11,5,20,204,70,4,1,11
304,82,4,1,24,3,5,0,11,4,20,258,218,4,0,297
232,131,2,1,35,3,19,2,11,3,20,258,201,4,1,263
81,530,3,1,61,3,2,0,11,5,20,258,225,4,0,185
179,252,1,1,58,3,17,1,11,3,20,258,218,4,0,37
294,123,3,1,42,3,13,2,11,1,20,36,228,4,0,270
37,143,4,1,35,3,14,1,11,6,20,258,134,4,1,61
6,362,3,1,12,3,13,2,11,6,20,258,72,4,1,319
262,724,3,3,20,3,1,1,11,2,20,261,72,4,1,3
179,767,0,4,75,2,2,2,18,7,0,137,117,0,0,37
199,136,0,1,35,3,3,2,8,7,20,25,134,4,1,21
267,349,2,1,51,3,17,2,11,6,20,258,71,4,1,139
57,436,2,3,65,3,1,1,11,3,20,279,27,4,0,123
283,133,3,1,35,3,13,0,11,6,20,258,129,4,0,273
191,89,0,1,24,3,8,1,11,7,20,197,134,4,0,145
289,10,4,5,63,3,1,1,11,6,20,45,114,4,1,276
128,862,2,6,75,0,0,2,18,3,6,116,218,4,1,147
272,91,3,1,24,3,3,0,11,7,20,258,224,4,0,34
187,484,4,1,62,3,7,2,11,3,20,280,220,4,1,90
217,75,0,1,24,3,12,0,11,3,20,258,218,4,0,325
216,199,4,1,68,3,11,2,11,5,20,272,176,4,0,336
121,401,2,3,44,3,19,1,11,4,20,106,72,4,1,194
117,212,4,1,68,3,7,2,11,8,20,258,181,4,0,8
156,167,3,1,42,3,11,2,11,6,20,180,218,4,1,285
220,110,3,1,42,3,14,2,11,1,20,258,105,4,1,186
299,308,1,1,70,3,12,1,10,4,20,257,199,4,0,30
276,468,2,1,31,3,16,1,8,3,20,204,92,4,1,89
298,72,4,1,24,3,11,0,11,6,20,20,218,4,1,11
179,2,1,5,63,3,19,1,11,8,20,159,218,4,0,37
199,629,0,3,26,3,0,1,11,8,20,258,169,4,1,21
12,188,2,1,68,3,10,0,11,5,20,258,219,4,1,129
0,179,2,1,42,3,3,2,11,1,20,301,124,4,1,149
143,226,4,1,55,3,12,0,8,5,20,235,27,4,0,172
22,364,3,1,12,3,19,1,11,2,20,258,72,4,1,264
199,689,3,3,69,3,18,1,11,3,20,183,12,4,1,21
293,637,4,3,26,3,10,0,11,8,20,258,127,4,1,333
41,505,2,1,21,3,3,2,11,0,20,258,102,4,0,201
32,767,2,4,75,2,2,2,18,7,0,137,117,0,0,28
298,512,2,1,36,3,4,1,11,3,20,296,111,4,1,11
15,58,4,5,30,3,5,1,11,8,20,258,89,4,1,70
93,125,2,1,42,3,20,1,11,0,20,272,138,4,1,47
152,339,3,1,51,3,19,0,11,6,20,258,71,4,1,107
75,452,4,1,31,3,20,1,8,3,20,191,134,4,1,218
293,473,4,1,31,3,8,0,11,3,20,258,197,4,1,333
299,289,1,1,9,3,10,0,11,3,20,258,218,4,0,30
242,609,2,3,25,3,1,2,11,8,20,257,143,4,1,97
220,70,3,1,24,3,5,2,11,1,20,52,133,4,1,186
12,205,4,1,68,3,14,1,18,8,20,272,176,4,1,129
15,637,4,3,26,3,10,0,11,8,20,258,127,4,1,70
268,422,3,3,44,3,18,0,11,7,20,258,72,4,0,207
143,14,1,5,54,3,18,2,11,4,20,258,30,4,0,172
185,58,4,5,30,3,5,1,11,8,20,258,89,4,1,248
198,290,4,1,28,3,7,2,11,2,20,258,218,4,0,211
168,674,4,3,32,3,3,0,11,0,20,146,13,4,1,212
182,208,2,1,68,3,17,1,11,8,20,258,134,4,0,146
126,194,3,1,68,3,2,0,11,5,20,258,91,4,1,298
179,990,0,0,75,3,7,1,18,5,20,302,173,4,0,37
182,143,2,1,35,3,14,1,11,6,20,258,134,4,0,146
0,30,3,5,39,3,1,0,11,8,20,151,39,4,1,149
0,150,3,1,35,3,9,0,11,7,20,258,119,4,1,149
182,307,4,1,70,3,8,2,10,5,20,209,218,4,0,146
92,328,3,1,5,3,12,2,18,4,20,258,218,4,0,216
126,473,3,1,31,3,8,0,11,3,20,258,197,4,1,298
22,309,1,1,12,3,15,2,11,0,20,258,72,4,1,264
298,217,2,1,41,3,14,0,6,7,20,63,19,4,1,11
298,181,2,1,42,3,16,2,11,4,20,258,176,4,1,11
110,787,0,4,75,2,11,1,9,5,0,70,174,1,0,33
80,173,2,1,42,3,5,2,18,0,20,106,176,4,1,56
220,652,2,3,34,3,14,1,11,3,20,77,9,4,1,186
216,404,2,3,44,3,14,0,11,2,20,258,72,4,0,336
305,956,3,0,75,3,13,0,18,6,20,302,155,4,0,2
300,124,4,1,42,3,4,2,11,2,20,248,219,4,0,272
131,676,2,3,32,3,20,2,11,3,20,12,81,4,0,84
213,202,1,1,68,3,1,2,11,1,20,258,105,4,0,115
67,244,4,1,55,3,8,1,11,7,20,272,27,4,1,135
252,603,3,3,72,3,5,1,11,5,20,258,191,4,0,332
273,1,3,5,63,3,12,1,8,8,20,74,176,4,1,17
102,843,0,4,75,1,5,2,18,6,6,262,176,0,1,206
61,896,2,4,67,2,18,2,18,3,14,254,160,0,1,159
265,386,3,3,29,3,10,1,11,3,20,164,27,4,1,256
12,50,4,5,3,3,13,0,11,5,20,204,70,4,1,129
238,774,2,4,75,2,14,0,18,8,0,71,178,0,0,43
283,226,1,1,55,3,12,0,8,5,20,235,27,4,0,273
291,259,4,1,50,3,1,0,11,2,20,229,134,4,0,182
88,906,3,4,75,2,0,2,18,5,14,93,176,0,1,148
17,23,3,5,38,3,20,2,11,1,20,257,115,4,1,302
90,219,2,1,41,3,1,0,11,8,20,282,27,4,0,101
305,590,3,3,72,3,0,0,11,4,20,197,191,4,0,2
142,82,2,1,24,3,5,0,11,4,20,258,218,4,0,23
189,288,3,1,28,3,5,1,11,1,20,106,218,4,0,324
57,820,2,7,45,2,10,1,14,4,7,289,176,4,0,123
198,89,4,1,24,3,8,1,11,7,20,197,134,4,0,211
15,187,4,1,68,3,4,2,11,5,20,258,181,4,1,70
59,613,2,3,25,3,12,1,11,5,20,258,125,4,0,246
269,189,3,1,68,3,0,1,11,1,20,258,105,4,1,12
269,640,2,3,26,3,10,1,11,5,20,258,169,4,1,12
140,159,4,1,42,3,19,1,18,2,20,235,176,4,1,215
272,548,2,1,61,3,14,0,18,4,20,258,111,4,0,34
220,141,2,1,35,3,18,0,11,3,20,258,224,4,1,186
85,36,2,5,47,3,19,1,11,0,20,29,82,4,0,198
205,246,3,1,58,3,16,0,11,8,20,301,56,4,0,241
270,1009,1,0,75,3,10,0,18,8,20,302,158,4,1,217
175,319,3,1,70,3,6,2,10,3,20,258,218,4,0,258
205,919,1,4,75,1,4,0,18,1,0,256,176,0,0,241
296,531,2,1,61,3,8,0,11,6,20,258,225,4,1,267
269,358,3,1,31,3,7,1,11,5,20,197,134,4,1,12
302,399,3,3,44,3,14,0,11,4,20,261,72,4,1,244
48,825,1,4,74,2,20,0,18,3,6,10,164,0,0,330
92,966,2,0,75,3,4,2,18,6,20,302,173,4,0,216
128,865,2,6,75,2,11,1,18,6,14,178,224,4,1,147
9,165,2,1,42,3,3,1,11,7,20,257,124,4,1,261
201,307,2,1,70,3,8,2,10,5,20,209,218,4,1,127
189,273,3,1,58,3,9,1,11,4,20,258,218,4,0,324
42,309,2,1,12,3,15,2,11,0,20,258,72,4,1,164
20,514,4,1,60,3,6,0,11,8,20,258,102,4,1,321
195,89,4,1,24,3,8,1,11,7,20,197,134,4,0,254
12,329,1,1,70,3,16,2,10,2,20,272,208,4,1,129
192,60,2,5,30,3,14,0,11,1,20,75,33,4,1,88
232,196,3,1,68,3,13,2,11,7,20,258,181,4,1,263
305,378,3,3,29,3,8,1,11,1,20,108,27,4,0,2
305,583,3,3,72,3,16,1,11,0,20,300,191,4,0,2
267,486,4,1,62,3,3,0,11,0,20,280,220,4,1,139
92,253,3,1,58,3,0,2,11,0,20,235,218,4,0,216
266,56,2,5,4,3,2,2,11,3,20,257,77,4,0,189
270,11,4,5,75,3,9,1,11,2,20,56,87,4,1,217
119,278,2,1,9,3,5,1,11,8,20,88,218,4,1,163
293,17,4,5,39,3,20,2,11,0,20,258,141,4,1,333
132,273,2,1,58,3,9,1,11,4,20,258,218,4,1,176
178,430,4,3,65,3,0,2,11,4,20,106,27,4,0,52
232,558,2,3,75,3,17,0,11,7,20,197,209,4,1,263
102,109,1,1,42,3,15,0,11,3,20,166,105,4,1,206
37,681,0,3,64,3,13,2,11,0,20,258,72,4,1,61
267,749,0,6,66,0,1,0,18,1,5,227,190,4,1,139
6,153,3,1,35,3,19,1,11,4,20,258,134,4,1,319
232,1021,2,0,75,3,5,0,18,7,20,302,165,4,1,263
272,381,1,3,29,3,7,0,11,5,20,146,72,4,0,34
51,238,2,1,55,3,15,1,11,8,20,280,27,4,1,238
100,730,2,3,19,3,20,2,4,1,20,99,27,4,1,249
12,176,3,1,42,3,20,0,11,2,20,258,218,4,1,129
176,656,3,3,32,3,12,2,11,4,20,138,6,4,0,295
234,65,2,5,30,3,4,2,11,3,20,258,38,4,1,50
254,702,4,3,69,3,16,1,11,3,20,177,24,4,1,326
261,166,4,1,42,3,8,1,8,1,20,209,189,4,0,6
242,176,2,1,42,3,20,0,11,2,20,258,218,4,1,97
276,948,3,0,75,3,12,1,18,2,20,302,145,4,1,89
42,725,3,3,18,3,12,2,5,5,20,54,27,4,1,164
81,71,1,1,24,3,4,2,11,7,20,168,203,4,0,185
149,187,4,1,68,3,4,2,11,5,20,258,181,4,1,317
252,410,1,3,75,3,17,2,11,2,20,258,72,4,0,332
107,576,2,3,72,3,0,2,11,2,20,197,182,4,1,168
294,645,2,3,26,3,8,2,11,5,20,122,169,4,0,270
247,178,3,1,42,3,18,0,11,2,20,258,218,4,1,314
142,632,3,3,26,3,19,1,11,5,20,257,169,4,0,23
298,551,3,3,72,3,17,2,11,8,20,1,136,4,1,11
62,369,2,1,12,3,19,2,11,8,20,258,72,4,1,253
90,468,1,1,31,3,16,1,8,3,20,204,92,4,0,101
220,90,3,1,24,3,7,0,11,5,20,258,134,4,1,186
266,410,2,3,75,3,17,2,11,2,20,258,72,4,0,189
290,125,4,1,42,3,20,1,11,0,20,272,138,4,0,271
211,163,4,1,42,3,2,0,11,7,20,257,124,4,0,232
158,428,1,3,65,3,7,2,11,6,20,268,228,4,0,334
12,465,3,1,31,3,7,1,8,4,20,174,93,4,1,129
57,644,4,3,73,3,9,0,11,6,20,258,146,4,0,123
